ID,X_01,X_02,X_03,X_04,X_05,X_06,X_07,X_08,X_09,X_10,X_11,X_12,X_13,X_14,X_15,X_16,X_17,X_18,X_19,X_20,X_21,X_22,X_23,X_24,X_25,X_26,X_27,X_28,X_29,X_30,X_31,X_32,X_33,X_34,X_35,X_36,X_37,X_38,X_39,X_40,X_41,X_42,X_43,X_44,X_45,X_46,X_47,X_48,X_49,X_50,X_51,X_52,target
TRAIN_00010,0.019,0.24127899,0.5611841,0.5336323,0.36738136,0.62150586,0.6524521,0.5117783,0.6081487,0.69079375,17.847,0.5355326,0.55319005,0.37119007,0.5485594,0.45807272,0.6907573,0.3796367,49.797,0.597893,0.56791466,0.71669537,0.60182595,0.4975311,0.36672205,0.56728464,0.40378574,0.24395597,0.5689915,0.5650793,0.4876588,0.45595184,0.6444759,0.48478022,0.43042472,0.6173274,22.247,0.36100504,0.51455736,40.975,0.78464186,0.248,0.2566587,0.46686277,0.6214926,0.75297725,0.3660062,0.49335757,0.5341821,0.58057284,0.3060034,0.6057213,0
TRAIN_00011,0.017,0.24997853,0.5391342,0.50876176,0.38330746,0.64537203,0.6541726,0.4740598,0.58557874,0.54382193,18.04,0.5042078,0.5539498,0.37005877,0.6144575,0.44234714,0.54382116,0.35951942,45.258,0.60609967,0.53848517,0.70679414,0.57470596,0.42611784,0.38188222,0.5567947,0.5067078,0.23990434,0.527215,0.55550486,0.4877339,0.5132027,0.6383449,0.4940214,0.4211917,0.61434376,22.365,0.3867052,0.5131494,41.147,0.7770865,0.244,0.25925934,0.42157128,0.64535916,0.74657613,0.38945845,0.45069328,0.52927315,0.6056509,0.32091784,0.59934944,0
TRAIN_00012,0.023,0.2434349,0.5031016,0.5120913,0.39927524,0.5779915,0.64453053,0.46662328,0.5681869,0.47175962,18.44,0.5271108,0.56635493,0.37412888,0.5517368,0.45053527,0.47176963,0.37099454,44.155,0.57750374,0.5562533,0.6979634,0.585681,0.46808144,0.39724585,0.5547397,0.46321055,0.22144958,0.5095474,0.54886436,0.47076818,0.56524074,0.63810897,0.44794807,0.43954092,0.6132681,22.402,0.39238653,0.49824572,40.646,0.77787817,0.225,0.26445195,0.41065904,0.5779904,0.7474553,0.3993282,0.37689134,0.52770877,0.602966,0.33635125,0.58126867,14
TRAIN_00013,0.03,0.22946164,0.54538625,0.68619543,0.20862083,0.82156354,0.6968295,0.559656,0.63816583,0.6718583,21.673,0.6679975,0.38966417,0.2605381,0.595103,0.50417596,0.6718312,0.39933652,58.892,0.6980435,0.71455115,0.7954293,0.6947999,0.43658426,0.20568484,0.47660398,0.34457588,0.47689605,0.6405183,0.47208533,0.64780426,0.6652543,0.6744853,0.51204,0.59383863,0.5816305,16.524,0.2837171,0.6957615,39.164,0.40751866,0.486,0.22571321,0.36252213,0.82153964,0.8195976,0.27355698,0.4479273,0.33518255,0.60108614,0.19504501,0.70457023,18
TRAIN_00014,0.018,0.2461609,0.49223116,0.4973527,0.39554742,0.551388,0.6516612,0.5293107,0.5611823,0.45767716,18.482,0.52104264,0.568517,0.37739366,0.5212729,0.4506683,0.45769045,0.37430826,51.673,0.59443986,0.55089307,0.69886816,0.5772583,0.46123785,0.39527974,0.5732774,0.45963392,0.22118652,0.5793425,0.57225114,0.46222532,0.5472707,0.6423944,0.49322647,0.39923042,0.6170558,23.19,0.37651575,0.488445,41.285,0.78435004,0.225,0.26106784,0.4406644,0.5514253,0.74058515,0.3804668,0.51035047,0.55726635,0.5824774,0.3263327,0.5536215,3
TRAIN_00015,0.028,0.24833147,0.52548146,0.5308737,0.3651963,0.60327613,0.6637007,0.5164247,0.57683086,0.5299154,18.356,0.55802387,0.5493046,0.36805272,0.533428,0.46347743,0.5299235,0.37989873,50.164,0.6161306,0.5838689,0.7118088,0.5626773,0.47614834,0.3438392,0.5470399,0.50180066,0.26806852,0.56326634,0.5470469,0.48875678,0.5448237,0.6453985,0.5289656,0.45598397,0.6136557,20.229,0.36277562,0.53043276,41.263,0.77372956,0.272,0.2568529,0.43753254,0.6032609,0.74677444,0.35966736,0.47244853,0.4965389,0.58355993,0.3087681,0.5634626,20
TRAIN_00016,0.025,0.25023407,0.5387689,0.52023625,0.38028634,0.56803334,0.6468753,0.49961773,0.55847466,0.50627136,18.079,0.51802087,0.5505739,0.37731114,0.58513343,0.4540633,0.5062383,0.37285277,48.238,0.60071045,0.5367591,0.71009487,0.60769427,0.47371948,0.37911254,0.54891,0.50836325,0.255116,0.54858947,0.5482408,0.50660986,0.54215544,0.63372564,0.4915041,0.44166642,0.6134304,22.163,0.3827194,0.5132051,44.948,0.78036356,0.26,0.25859955,0.43868068,0.5680099,0.74212,0.37965095,0.50887984,0.526632,0.5870247,0.3205216,0.5656629,4
TRAIN_00017,0.014,0.24433312,0.51959807,0.517137,0.38402912,0.5361466,0.6707577,0.48252475,0.5709228,0.508096,21.06,0.5271622,0.5420626,0.38386148,0.568493,0.45552674,0.50811964,0.37416416,46.073,0.60388386,0.57299453,0.7121265,0.6175665,0.4420382,0.38234392,0.5572494,0.49092105,0.24343045,0.5314435,0.54856855,0.49234077,0.54801625,0.6417202,0.49014607,0.43818593,0.61552036,22.162,0.38693509,0.51765114,41.173,0.7856528,0.248,0.25611228,0.43122363,0.53613645,0.74702245,0.37562126,0.51927274,0.52490705,0.5874701,0.32389167,0.5688306,5
TRAIN_00018,0.021,0.25001532,0.54305404,0.51582575,0.3920689,0.60878617,0.6449633,0.4749905,0.5849545,0.53820103,18.055,0.49606735,0.55144244,0.36357537,0.5720685,0.4376587,0.5381602,0.35647395,45.108,0.5878603,0.52400094,0.69910914,0.58553416,0.47076142,0.39048377,0.5550955,0.48918596,0.24334957,0.5207516,0.54920816,0.4656298,0.54998016,0.63017523,0.483091,0.43746534,0.6132433,22.515,0.39692318,0.5097381,44.88,0.7745892,0.248,0.26153955,0.4304772,0.6087932,0.74581295,0.394481,0.444285,0.53199005,0.593558,0.3290363,0.5703033,4
TRAIN_00019,0.019,0.24296409,0.54985434,0.508345,0.38353306,0.6237742,0.65489644,0.4994346,0.574427,0.5708776,18.09,0.5166765,0.5632561,0.38004747,0.5081847,0.4565811,0.57088983,0.3752625,47.939,0.60520273,0.55914414,0.6996048,0.5802778,0.4720548,0.36141548,0.5602521,0.46291453,0.21977036,0.5491571,0.56076735,0.4332766,0.50963974,0.643989,0.50418997,0.40809914,0.6203501,20.704,0.3714238,0.51343393,40.907,0.7745835,0.224,0.2625372,0.46853748,0.6237668,0.75096774,0.38156763,0.39201102,0.50738376,0.58062077,0.32228467,0.5748768,20
TRAIN_00020,0.013,0.2419217,0.539306,0.51903594,0.36650002,0.66929317,0.6693097,0.5031553,0.6029051,0.5776392,18.027,0.524334,0.5395724,0.3816334,0.46310264,0.45358124,0.5776462,0.37206858,48.764,0.6094334,0.5675382,0.7210914,0.6365846,0.43769664,0.36562258,0.56375617,0.4990916,0.24234769,0.56090474,0.56544554,0.5106335,0.50739396,0.63870084,0.35056806,0.43846267,0.61690664,22.161,0.36248815,0.528178,43.596,0.7862875,0.247,0.25794858,0.41172165,0.6692786,0.7454532,0.36371416,0.45936635,0.52745175,0.57613295,0.30660304,0.59482455,11
TRAIN_00021,0.017,0.24992353,0.57101667,0.49272183,0.4076519,0.56940514,0.6305081,0.5225641,0.5649883,0.5254693,17.933,0.50356036,0.5800263,0.36822587,0.4866085,0.4408446,0.52549046,0.35779452,50.3,0.5692161,0.5462794,0.66731095,0.5893455,0.41869417,0.35771164,0.5693796,0.49302498,0.19435048,0.5577391,0.5630207,0.4876215,0.48735487,0.61971843,0.46533737,0.38906842,0.6104924,19.321,0.39402333,0.4900642,41.026,0.74480355,0.198,0.265718,0.43124145,0.56939465,0.7489767,0.4109857,0.54570276,0.48999605,0.61669886,0.3405014,0.5573791,20
TRAIN_00022,0.01,0.26140755,0.5746353,0.39087626,0.48102218,0.7094729,0.6341796,0.7570464,0.5096944,0.54455966,19.99,0.43887562,0.65884566,0.45019957,0.44972563,0.42228216,0.54459006,0.36466232,80.868,0.50226355,0.47489932,0.58832186,0.54885393,0.563321,0.48275608,0.6801492,0.5860105,0.07473086,0.74489665,0.6920049,0.3731585,0.46889573,0.610996,0.46722534,0.2686862,0.6373824,27.401,0.38320705,0.3848397,42.326,0.5857879,0.076,0.28145447,0.5142426,0.7094438,0.70594144,0.38747224,0.42672798,0.68042284,0.57251775,0.37553078,0.5059596,18
TRAIN_00023,0.016,0.26031557,0.49639016,0.4125533,0.56026876,0.5004461,0.60519475,0.57875127,0.49294275,0.34507135,17.485,0.3868785,0.6332492,0.46953794,0.4900706,0.4017386,0.34508738,0.33509427,56.289,0.48177287,0.41944966,0.62650025,0.5209462,0.4937619,0.5572697,0.6097644,0.52510476,0.15496486,0.5556788,0.60011315,0.40286574,0.54365474,0.61388344,0.53807425,0.4238077,0.64484763,26.574,0.44814098,0.41423902,43.12,0.8093293,0.158,0.275257,0.54159385,0.50041485,0.68120944,0.4575449,0.5665844,0.6288074,0.535174,0.46460637,0.46917874,12
TRAIN_00024,0.013,0.24867184,0.5413222,0.3542492,0.35127398,0.57470065,0.6815965,0.65823996,0.60755605,0.362022,17.737,0.60928863,0.746748,0.3774843,0.36270592,0.48949173,0.36201888,0.42064357,70.985,0.6113234,0.6292132,0.7017165,0.52797073,0.60722274,0.3542357,0.56358033,0.47538772,0.14390352,0.76948065,0.55941397,0.49317637,0.31777427,0.6647938,0.4310225,0.17800803,0.61439306,23.185,0.46879882,0.34401256,41.82,0.7980622,0.147,0.29831257,0.42027694,0.5746771,0.7167477,0.47299486,0.46333727,0.5660499,0.6614024,0.28256902,0.58375734,13
TRAIN_00025,0.019,0.24569955,0.50837576,0.52569985,0.37467942,0.66467625,0.64885783,0.50050145,0.582199,0.62023187,18.423,0.5421562,0.53996617,0.3741634,0.6017143,0.44813228,0.6201803,0.36663246,48.326,0.5993085,0.5636793,0.71090543,0.58012706,0.4797296,0.37392774,0.5627586,0.446118,0.26931155,0.5495457,0.55393827,0.51611525,0.58983815,0.6401501,0.48822495,0.45225805,0.6107061,22.306,0.3689932,0.51877457,40.976,0.7804916,0.274,0.25594038,0.43991444,0.6646852,0.74731284,0.36968112,0.38518375,0.531654,0.5831744,0.31259745,0.5837393,15
TRAIN_00026,0.022,0.29794163,0.22448175,0.57850564,0.9995781,0.47538662,0.49941933,0.9966486,0.034075294,0.6814068,73.243,0.4271604,0.28975,0.42228794,0.7725828,0.02126139,0.6812387,0.1790538,100.226,0.08935853,0.46290419,0.2542531,0.5662842,0.16259317,0.9475158,0.0,0.25606745,0.9999987,0.62863994,0.0,0.5706716,0.71273065,0.43057057,0.49660495,0.7121452,0.98914164,-0.006,0.9930504,0.5376852,-0.01,0.45553964,0.0,0.01972292,0.44269922,0.4754484,0.8541167,0.98887146,0.46053845,0.1986781,0.5180668,0.998827,0.5535148,6
TRAIN_00027,0.017,0.24447414,0.5404849,0.5204747,0.37545517,0.5699646,0.659377,0.53405666,0.5855574,0.5224528,18.156,0.54392105,0.56185067,0.35877934,0.477535,0.45475194,0.5224361,0.37288445,51.999,0.58907825,0.56421435,0.7074254,0.6191789,0.54276323,0.3740637,0.55776,0.43170157,0.26036268,0.5824779,0.55132854,0.47300813,0.49919635,0.63653296,0.47047132,0.43453977,0.6144862,22.275,0.37492898,0.5313615,40.938,0.77741855,0.265,0.26128137,0.45233732,0.5699812,0.75050235,0.37244907,0.37188247,0.52413356,0.59437597,0.31584483,0.60567,19
TRAIN_00028,0.019,0.23931146,0.5045193,0.55013597,0.3593828,0.7611718,0.7201252,0.5660018,0.5917524,0.39961722,18.47,0.5650229,0.5019077,0.24932416,0.62896544,0.43358645,0.3996423,0.3454066,57.998,0.6271722,0.57986844,0.7266026,0.617812,0.4191941,0.35792,0.52887696,0.45352268,0.8061895,0.65569353,0.53604966,0.49035883,0.54249704,0.69267476,0.5078335,0.49026343,0.57463497,21.477,0.36722758,0.54066026,40.936,0.7797572,0.82,0.24446177,0.4332537,0.76114094,0.75747263,0.37166363,0.50271803,0.5002831,0.5705998,0.3052171,0.61047363,1
TRAIN_00029,0.018,0.23877563,0.58052015,0.5103817,0.39809412,0.57887197,0.65946805,0.48879352,0.559135,0.57680047,17.685,0.5289947,0.56076723,0.38052976,0.55931973,0.44742128,0.5767805,0.37051594,46.0,0.58048785,0.5556047,0.695687,0.5858785,0.47255552,0.39652202,0.5631999,0.4604953,0.21974617,0.5059379,0.5579729,0.49354342,0.5091981,0.64005053,0.47805637,0.4237151,0.6122579,22.794,0.38650832,0.49618357,41.001,0.77878934,0.224,0.26229882,0.43141857,0.5788517,0.7513011,0.3892081,0.42920366,0.54244804,0.58684516,0.33140093,0.6116628,10
TRAIN_00030,0.025,0.24836645,0.57238406,0.5370041,0.3581491,0.5616589,0.6468482,0.48253137,0.5657358,0.4479016,18.004,0.5400674,0.54634446,0.33910254,0.6118778,0.44953182,0.44791317,0.361406,46.058,0.6058189,0.57483274,0.69973284,0.6102685,0.39397818,0.3064902,0.54179895,0.5241733,0.28550437,0.5243471,0.5425433,0.5582198,0.5846597,0.6364084,0.4959425,0.47481838,0.6077911,17.775,0.3643436,0.53307664,41.001,0.74342597,0.291,0.25722092,0.42395318,0.5616399,0.7541818,0.36100703,0.40535337,0.44319388,0.607499,0.30182076,0.56336355,20
TRAIN_00031,0.02,0.24674527,0.52238643,0.51129705,0.3915069,0.59749466,0.6448113,0.47852668,0.5654545,0.42587218,18.288,0.52986133,0.57288474,0.3611949,0.49509403,0.44671854,0.42585775,0.3673031,45.494,0.5830634,0.57743216,0.69962317,0.5421666,0.48600546,0.38901114,0.5480512,0.47166616,0.25131133,0.5257995,0.54467475,0.49218184,0.54982626,0.63940823,0.4768971,0.42742118,0.60856044,22.298,0.39108458,0.5090269,41.134,0.7718522,0.256,0.2619734,0.43766448,0.59747523,0.74687207,0.39130625,0.50517726,0.5251342,0.60673076,0.32973427,0.5918911,3
TRAIN_00032,0.018,0.2558315,0.4878948,0.5166932,0.35112357,0.71339226,0.011927465,0.22817393,0.67543626,0.38260618,17.308,0.49347645,0.6844985,0.41925952,0.52287686,0.9137312,0.38259393,0.90715516,19.865,0.6937752,0.5738775,0.79227877,0.5382006,0.49153408,0.3497635,0.54936343,0.54608786,0.27520546,0.333353,0.53934044,0.51714206,0.08059833,0.023896847,0.47961313,0.46136284,0.63211364,21.144,0.4029599,0.52939135,41.413,0.91184825,0.279,0.28972295,0.5324027,0.7134056,0.73777074,0.4054438,0.49060804,0.51525605,0.59944755,0.30182698,0.60150284,2
TRAIN_00033,0.015,0.24352951,0.5438373,0.53576946,0.3727457,0.6588039,0.65417844,0.4993061,0.58092076,0.514007,18.085,0.54785043,0.54695797,0.357441,0.5376889,0.4601211,0.5140321,0.37791964,48.265,0.602226,0.5537182,0.7131428,0.6011295,0.40054524,0.37129107,0.54873264,0.44980386,0.2683412,0.55398166,0.54724675,0.5009331,0.5997843,0.643774,0.51061577,0.44220954,0.609475,22.029,0.36883014,0.52315086,40.966,0.77906245,0.272,0.25638315,0.4299067,0.65877455,0.75355804,0.3728602,0.5471487,0.52179074,0.6105089,0.3131441,0.57962066,15
TRAIN_00034,0.013,0.24537568,0.52073693,0.5079144,0.38029203,0.5370018,0.66147584,0.494302,0.5685899,0.65912795,18.219,0.5217129,0.57181185,0.366784,0.59969693,0.4470916,0.659103,0.36873943,47.597,0.5882368,0.57689893,0.7069312,0.6051441,0.45040318,0.37958646,0.565305,0.47027454,0.23593473,0.54703975,0.5682736,0.50939935,0.6364984,0.6391517,0.46815276,0.42869624,0.6059854,22.565,0.37479934,0.5044389,41.048,0.779764,0.24,0.26142555,0.45019075,0.5370045,0.7480128,0.38320407,0.5132506,0.53801346,0.601464,0.31608018,0.61544335,15
TRAIN_00035,0.02,0.24945335,0.54088515,0.53222585,0.34853363,0.66583985,0.66506475,0.5261486,0.61502534,0.49065173,17.957,0.54511625,0.5229598,0.3831603,0.53556126,0.46503857,0.49065247,0.38705814,55.214,0.6360861,0.55193883,0.7387807,0.6046492,0.3910725,0.34879512,0.57208645,0.4961682,0.23682484,0.58494174,0.5647304,0.51084566,0.5017803,0.65310144,0.48196483,0.43857273,0.6211117,21.779,0.34326118,0.5271323,41.237,0.7987587,0.241,0.2536391,0.4554026,0.66585046,0.7430447,0.3460579,0.3905322,0.5257227,0.5710068,0.29157925,0.6014158,16
TRAIN_00036,0.021,0.25384897,0.5454724,0.48201942,0.57302696,0.6432764,0.7527455,0.9056537,0.33701792,0.6014303,19.832,0.61528254,0.50805086,0.35999128,0.61474544,0.43376923,0.6014215,0.3685829,99.889,0.389835,0.6260948,0.5194594,0.66761583,0.37662733,0.56443673,0.5517194,0.5563637,0.20463505,0.80152816,0.5715846,0.38597625,0.6675215,0.72651,0.494452,0.43641225,0.6107127,25.346,0.43157917,0.46968699,41.052,0.6589213,0.208,0.24717996,0.4549058,0.6432752,0.7527077,0.41709042,0.418274,0.5757822,0.6037898,0.48517197,0.55450505,13
TRAIN_00037,0.021,0.25050995,0.49228838,0.5279086,0.35050598,0.636936,0.646452,0.537175,0.5894751,0.48159423,18.528,0.5503508,0.5504664,0.37258184,0.49315464,0.46760824,0.481608,0.38759825,53.056,0.6117938,0.5772855,0.72800726,0.55400264,0.5032154,0.35038072,0.5721771,0.5156298,0.23249562,0.6010021,0.56460387,0.5010806,0.5606926,0.6488259,0.50134146,0.42353737,0.6143616,21.741,0.35453725,0.52312803,41.265,0.7864008,0.235,0.25789976,0.4684186,0.6369244,0.74314964,0.3547955,0.5283566,0.5195213,0.5821653,0.29468963,0.54026973,3
TRAIN_00038,0.022,0.2527395,0.521315,0.5146091,0.38190532,0.6415257,0.64977205,0.49565044,0.5921497,0.4807226,18.255,0.5277766,0.54264176,0.36965215,0.5880735,0.4488598,0.48071864,0.36900347,47.632,0.60005337,0.57641125,0.7077954,0.5536096,0.379362,0.38099015,0.5593714,0.53312695,0.24963611,0.54657215,0.55860186,0.5073956,0.60150075,0.63103086,0.4952138,0.43383944,0.61083025,22.445,0.37421936,0.5076712,41.187,0.7827815,0.253,0.25765797,0.46457124,0.6415201,0.74204576,0.37505153,0.45284304,0.53668493,0.58328635,0.31857994,0.53846294,0
TRAIN_00039,0.015,0.23435585,0.5758068,0.5077765,0.086177364,0.69459873,0.7857683,0.78710586,0.9007602,0.45615444,17.244,0.7778504,0.48822355,0.42416885,0.5479223,0.6752161,0.4561829,0.6034908,98.144,0.89035356,0.7712543,0.9062274,0.6221991,0.4327989,0.095821105,0.56436175,0.3819962,0.35769916,1.0,0.56002605,0.6572204,0.35885778,0.7994822,0.5459243,0.25588608,0.63013595,17.424,0.25849926,0.5287674,41.999,0.9059028,0.364,0.24731359,0.56509066,0.6945975,0.71473515,0.25305212,0.44965535,0.43894762,0.49616477,0.06721,0.6519266,13
TRAIN_00040,0.02,0.24703638,0.5780148,0.5057697,0.40504754,0.6450592,0.64549094,0.47005802,0.5411166,0.47731882,18.403,0.48610938,0.58772635,0.37908664,0.48070347,0.43009406,0.4772847,0.34954196,43.898,0.5549329,0.51811206,0.64699924,0.5961219,0.41566756,0.40165496,0.5400564,0.47677457,0.2093581,0.4929208,0.5370728,0.4911477,0.49012128,0.61994153,0.47537345,0.42600748,0.60729164,22.438,0.42745894,0.48875427,40.715,0.71851873,0.213,0.26646003,0.43245497,0.6450777,0.7612288,0.41720888,0.5194754,0.52455574,0.6072716,0.34239864,0.5786493,12
TRAIN_00041,0.016,0.30094957,0.4106661,0.5426455,0.9997893,0.36801457,0.50087994,0.9895591,0.060154803,0.70171005,43.115,0.4126975,0.34919176,0.4090567,0.7323247,0.044246137,0.70158315,0.16365898,100.187,0.09881966,0.4592434,0.26202708,0.6232289,0.23690596,0.95092124,0.05011916,0.33428285,0.99999076,0.64197856,0.037027944,0.53937143,0.62130105,0.42960355,0.45318142,0.6494712,0.7871362,-0.038,0.98639864,0.5141992,-0.041,0.46571526,0.0,0.14488125,0.42088905,0.36802137,0.84285057,0.98580664,0.36003265,0.2373162,0.5597891,0.9845518,0.5516863,6
TRAIN_00042,0.015,0.24248601,0.5200588,0.506861,0.38976637,0.5983129,0.656184,0.51865864,0.5673206,0.474532,18.267,0.5234712,0.5755331,0.36864394,0.51690024,0.4488097,0.47455013,0.37004215,50.375,0.59352255,0.56895953,0.698798,0.541408,0.430568,0.3885284,0.5646557,0.49771574,0.22884801,0.5653275,0.5576712,0.4391325,0.6237494,0.63199997,0.49127224,0.42349413,0.6143993,22.747,0.37894538,0.5038381,41.216,0.7783649,0.233,0.2606479,0.43401915,0.5983117,0.7469506,0.38105056,0.44847777,0.53985935,0.59236085,0.32489565,0.54690915,15
